dataset,method,configuration,model,metric,stored_value,recomputed_value,absolute_difference,relative_difference,absolute_tolerance,relative_tolerance,passed,verdict,prediction_path,metric_path
homecredit,boruta_random_forest,k20,lr,brier,0.2191776303750674,0.2191776303750674,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k20,lr,gini,0.4794764742904809,0.4794764742904809,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k20,lr,ks,0.3534461568222764,0.3534461568222764,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k20,lr,lift_at_10,3.034067102863239,3.034067102863239,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k20,lr,log_loss,0.630408556442335,0.630408556442335,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k20,lr,roc_auc,0.7397382371452405,0.7397382371452405,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-029-homecredit-lr-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k40,catboost,bad_rate_capture_at_10,0.3254116766467065,0.32541167664670656,5.551115123125783e-17,1.705874595628763e-16,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k40,catboost,brier,0.1673523658208465,0.1673523658208465,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k40,catboost,gini,0.5084049908686263,0.5084049908686263,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k40,catboost,ks,0.3760783825984022,0.37607838259840215,5.551115123125783e-17,1.476052700708825e-16,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k40,catboost,lift_at_10,3.253927037853329,3.253927037853329,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k40,catboost,log_loss,0.504892378419518,0.504892378419518,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,boruta_random_forest,k40,catboost,roc_auc,0.7542024954343132,0.7542024954343132,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k20,lr,bad_rate_capture_at_10,0.3120321856287425,0.3120321856287425,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k20,lr,brier,0.2173403853678054,0.21734038536780548,8.326672684688674e-17,3.8311667988429467e-16,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k20,lr,gini,0.4930921862214399,0.4930921862214399,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k20,lr,ks,0.3656119543247889,0.36561195432478893,5.551115123125783e-17,1.518307882841951e-16,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k20,lr,lift_at_10,3.120139928476381,3.120139928476381,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k20,lr,log_loss,0.6275326924625548,0.6275326924625548,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k20,lr,roc_auc,0.74654609311072,0.74654609311072,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-033-homecredit-lr-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k40,catboost,bad_rate_capture_at_10,0.358065119760479,0.35806511976047906,5.551115123125783e-17,1.5503088172450582e-16,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k40,catboost,brier,0.1486872170547349,0.14868721705473495,5.551115123125783e-17,3.733417864080609e-16,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k40,catboost,gini,0.562851039793955,0.562851039793955,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k40,catboost,ks,0.4226165305857904,0.4226165305857904,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k40,catboost,lift_at_10,3.580442430668399,3.580442430668399,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k40,catboost,log_loss,0.4580557805868537,0.45805578058685376,5.551115123125783e-17,1.2118862720199236e-16,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,rfe_catboost,k40,catboost,roc_auc,0.7814255198969775,0.7814255198969775,0.0,0.0,1e-10,1e-10,True,pass,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k20,lr,bad_rate_capture_at_10,,0.3127806886227545,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k20,lr,brier,0.21747622498713126,0.21747622498713126,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k20,lr,gini,0.49942782279358444,0.49942782279358444,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k20,lr,ks,0.371939837407889,0.371939837407889,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k20,lr,lift_at_10,3.127624522007958,3.127624522007958,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k20,lr,log_loss,0.6273766526943464,0.6273766526943464,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k20,lr,roc_auc,0.7497139113967922,0.7497139113967922,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-001-homecredit-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k40,catboost,bad_rate_capture_at_10,,0.35469685628742514,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k40,catboost,brier,0.15516856211730595,0.15516856211730595,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k40,catboost,gini,0.5571855363474121,0.5571855363474121,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k40,catboost,ks,0.42074034621745393,0.42074034621745393,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k40,catboost,lift_at_10,3.5467617597762997,3.5467617597762997,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k40,catboost,log_loss,0.4747043960252361,0.4747043960252361,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,statistical_normalized_average_rank,k40,catboost,roc_auc,0.778592768173706,0.778592768173706,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,lr,bad_rate_capture_at_10,,0.3189558383233533,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,lr,brier,0.21492177920907565,0.21492177920907565,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,lr,gini,0.512281899648789,0.512281899648789,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,lr,ks,0.38144331279835064,0.38144331279835064,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,lr,lift_at_10,3.189372418643473,3.189372418643473,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,lr,log_loss,0.6237092598407553,0.6237092598407553,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,lr,roc_auc,0.7561409498243945,0.7561409498243945,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-005-homecredit-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,catboost,bad_rate_capture_at_10,,0.34244011976047906,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,catboost,brier,0.15732348066497687,0.15732348066497687,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,catboost,gini,0.5372678111066307,0.5372678111066307,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,catboost,ks,0.40522118822976727,0.40522118822976727,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,catboost,lift_at_10,3.4242015406967177,3.4242015406967177,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,catboost,log_loss,0.48058459014029653,0.48058459014029653,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool100,catboost,roc_auc,0.7686339055533153,0.7686339055533153,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,lr,bad_rate_capture_at_10,,0.32541167664670656,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,lr,brier,0.21709277667386337,0.21709277667386337,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,lr,gini,0.5240454199952858,0.5240454199952858,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,lr,ks,0.3915177565592994,0.3915177565592994,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,lr,lift_at_10,3.253927037853329,3.253927037853329,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,lr,log_loss,0.6318837722664904,0.6318837722664904,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,lr,roc_auc,0.7620227099976429,0.7620227099976429,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-009-homecredit-iv-then-boruta-lr-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,catboost,bad_rate_capture_at_10,,0.3534805389221557,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,catboost,brier,0.14827953463427887,0.14827953463427887,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,catboost,gini,0.5533053646513038,0.5533053646513038,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,catboost,ks,0.41636218801595815,0.41636218801595815,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,catboost,lift_at_10,3.534599295287486,3.534599295287486,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,catboost,log_loss,0.457773231749135,0.457773231749135,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool200,catboost,roc_auc,0.7766526823256519,0.7766526823256519,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,lr,bad_rate_capture_at_10,,0.32690868263473055,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,lr,brier,0.21167714607416935,0.21167714607416935,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,lr,gini,0.5291399525048108,0.5291399525048108,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,lr,ks,0.39867168009338616,0.39867168009338616,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,lr,lift_at_10,3.268896224916484,3.268896224916484,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,lr,log_loss,0.6194649600991684,0.6194649600991684,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,lr,roc_auc,0.7645699762524054,0.7645699762524054,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-013-homecredit-iv-then-boruta-lr-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,catboost,bad_rate_capture_at_10,,0.3554453592814371,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,catboost,brier,0.1467865079218548,0.1467865079218548,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,catboost,gini,0.5593825225012874,0.5593825225012874,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,catboost,ks,0.419050013742916,0.419050013742916,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,catboost,lift_at_10,3.554246353307877,3.554246353307877,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,catboost,log_loss,0.45435278972248677,0.45435278972248677,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,iv_then_boruta,pool300,catboost,roc_auc,0.7796912612506437,0.7796912612506437,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k20,lr,bad_rate_capture_at_10,,0.30426646706586824,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k20,lr,brier,0.22425107571332506,0.22425107571332506,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k20,lr,gini,0.48769153847017255,0.48769153847017255,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k20,lr,ks,0.360901024894389,0.360901024894389,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k20,lr,lift_at_10,3.042487270586264,3.042487270586264,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k20,lr,log_loss,0.6439270671380043,0.6439270671380043,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k20,lr,roc_auc,0.7438457692350863,0.7438457692350863,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-017-homecredit-boruta-then-mrmr-mutual-information-lr-full-dev-k20-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k40,catboost,bad_rate_capture_at_10,,0.3400074850299401,,,1e-10,1e-10,True,recomputed_only_stored_metric_not_persisted,results/selector_combinations_v1/oot/evaluations/scv1-oot-018-homecredit-boruta-then-mrmr-mutual-information-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k40,catboost,brier,0.15994857159599715,0.15994857159599715,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-018-homecredit-boruta-then-mrmr-mutual-information-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k40,catboost,gini,0.542554672577763,0.542554672577763,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-018-homecredit-boruta-then-mrmr-mutual-information-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
homecredit,boruta_then_mrmr_mutual_information,k40,catboost,ks,0.40758011904458813,0.40758011904458813,0.0,0.0,1e-10,1e-10,True,pass,results/selector_combinations_v1/oot/evaluations/scv1-oot-018-homecredit-boruta-then-mrmr-mutual-information-catboost-full-dev-k40-s42.oot_predictions.csv,persisted_state_or_manifest
