evidence_class,active_or_historical,dataset,method,model,artifact_role,relative_path,bytes,sha256,authenticated,authentication_reference,notes
baseline,active,lendingclub_v2,catboost_shap,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/selected_features.csv,1781,3faf49e10e04d84f275e42cdbd945cb6d6b1e130a207da90cda56d790fcd27a2,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/manifest.json,
baseline,active,lendingclub_v2,catboost_shap,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/stability.csv,573,5c022be86e35afb7c2a011200e911a6bc37e98d38c6eeb7d2a5f4f544a9e92f9,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/manifest.json,
baseline,active,lendingclub_v2,catboost_shap,lr,success_marker,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/_SUCCESS,27,ba96877ee035b45b5e39d525858a6e4cceedb58b645c1172cd51574b41ec4dc0,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifest,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,25668,db26d2c702d276ff6e0bbb5246b5a461851313faaa1ea3dc25f693e429d9fb62,True,cleanup/audits/prompt_11_selector_combinations/baseline_completion_authentication.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/checkpoint.json,40856,17edb22c204f4795e35c62e4dffc9d8786cd678d40031748302f94cd6cbcbf17,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/config.json,4325,6060cee4f43b5403bf7b19f9ef6bf1c8a8bf778bab2f4bd9bc1818992b512e71,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/fold_selections.csv,298120,e54bb69cc138ef0c053dd1978fb95b32a88dd5decdfe22e31697a55f49cb2673,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/metrics.csv,1632,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_dev.csv,268951453,eed9638e0d9154ff3961bd6f921805eac7b5534798d0828f97a20fb8d4b95994,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/predictions_oot.csv,131682097,e4e2b6ab9cceb963620ab54b3966eb4168d538eadfb699860e740135e6d005c4,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/preflight.json,5649,d1f0edc2afb9738488d251113758af96dc6a442124c2400f7ae58d6367c2d4b9,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/resource_usage.json,1392620,a295806802ee7a637d086b4c9fff31928ed2d5c2d3e4842714ab128ad90764fb,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/run.log,11114,10d228d2631b0ac29d37e80bbacfa620b16a558fcd24bf9c5d24339fdae95a69,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/selected_features.csv,65076,247e19830fa57d7f357dc7d985804ac8544dbe7282a266648ff807f4ac929d25,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/stability.csv,434,4c20fe23c06507e4a5e593f84fb53cb3435e791c0272969776cf3aa8fa793f7f,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,catboost,success_marker,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/_SUCCESS,27,390e849c0aaf39389d9475ac2a20a259f3c120417102ff97160e5ffa70370bcc,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-004-lendingclub_v2-catboost-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifest,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,15915,2628cedf48e2191a7bd1c7fffa68885ae7f8ba21ec07b26e6677f61763e2d262,True,cleanup/audits/prompt_11_selector_combinations/baseline_completion_authentication.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/checkpoint.json,18653,6105fd152f26c9733e52cc5c21900da58d779d4a7386f8cac4b3d0c62de3aee7,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/config.json,4295,a9813c3e524198bbf94fd5814dc771df1ae4caa691050dc628e10d5582490848,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/fold_selections.csv,298120,e54bb69cc138ef0c053dd1978fb95b32a88dd5decdfe22e31697a55f49cb2673,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/metrics.csv,1608,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_dev.csv,261754952,b196c526221dc34bdc9769433a00728913e23356a9ca24fdb604702d95d2465e,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/predictions_oot.csv,128158028,5e415a2d976397fa6ca338906205432d7add9071f7209ad2735d31f7d40c126a,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/preflight.json,4863,54765a993e8beaa43e85584b012ff6edde959c73df09e3607f289f183ef466b5,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/resource_usage.json,661063,c80e75bc23cc4ecbd3f108cdeffa889fb310e16af8df8d0dfae38f7de0d192a3,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/run.log,3836,2b0c9773b6e2a96124927276afec41a209dc1ed4ecb57cac48cbae80afbc25e6,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/selected_features.csv,65076,247e19830fa57d7f357dc7d985804ac8544dbe7282a266648ff807f4ac929d25,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/stability.csv,434,4c20fe23c06507e4a5e593f84fb53cb3435e791c0272969776cf3aa8fa793f7f,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,full_features,lr,success_marker,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/_SUCCESS,27,7db72feb3c72d37c97d4b3e14588f7515443839dcf276e840a29c41c6aae1421,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-003-lendingclub_v2-lr-full-features-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifest,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,16445,1ea2a8b514f4207335573335d16aeb28e633caca305587fd11df11cdc5fe4f53,True,cleanup/audits/prompt_11_selector_combinations/baseline_completion_authentication.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/checkpoint.json,15042,d8b5a46853f75113cf8f130d44b80eb1c9750d9209fdb37325219abe99496ee9,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/config.json,4504,1aa87d56fd9b68ddb5306b5256283cd8b317018434234cfb862a514f91ccc0a3,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/fold_selections.csv,14749,e9fe95f7dcebf376a3139607cf274e231007749bf2c5e4347a7fe5011b39868a,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/metrics.csv,1604,52fb7f3ae21d41a5bf0016ba1b15212e1335562df292313c25fc786e9a992b05,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/predictions_dev.csv,260560688,08850744965015a8ea0e78df4a27c508606d626250227635243c35d5f6e09733,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/predictions_oot.csv,127577960,9945bd1988e803b2b77e4171c374f037dab9588f5cc8d9732eaeacd19b788a74,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/preflight.json,5649,04dffe0eb46fea93ece18af5bae9523a061df1e2e6b5cccb3d06061cd3eef48e,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/resource_usage.json,208642,8da73eaa1346a56b3e4fdc248a3c43b80ff64a81544646951d8211df46996a70,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/run.log,3811,0447805159cb256bab94c1d65ae7c817d1ee948c1209e47692eb0865759970ee,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/selected_features.csv,3402,b8697333aa2188b8a9e41631ea233853b07645ff04d22d03519c749e5ff0cf44,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/stability.csv,543,4d81a79cc1c351ee9e426018db1d8c303ed7e4d73da62f3ffcc55a3c2ae6c0b6,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,catboost,success_marker,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/_SUCCESS,27,01509361759765e5ec90777193984bb93cf4f4cada7337be6da0d2b8095fdc4d,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-012-lendingclub_v2-catboost-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifest,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,16408,6973062a82cc4dca2a78411e64028220657ec9b34eef089d4b16cb48850df08a,True,cleanup/audits/prompt_11_selector_combinations/baseline_completion_authentication.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/checkpoint.json,15017,35a3ad101fdc9c1b69304915b751fc123c104aeb03d571f373514c9fcfa35cbd,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/config.json,4474,fed813e9f6a7ce9ce10fb4e5e367630e1fe94e7065131605a819a32082c0e57c,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/fold_selections.csv,6838,30eadf6e36600f1cfba00a211720a5d92f53a0b06bd7eae5a3e37679c8ca593a,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/metrics.csv,1580,5b04bd81ba212a05cc24f706782090f362eb1db5b4f561074af6d1435907b127,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/predictions_dev.csv,253360099,a6e773bc882b9719e149a51199fa052dd72a71cb7751f703704325e8e6df7091,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/predictions_oot.csv,124054087,842e3c1bd4ac9b7d6eee7258edfd247d8efa3ef943f828442662b3a377889409,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/preflight.json,5649,04dffe0eb46fea93ece18af5bae9523a061df1e2e6b5cccb3d06061cd3eef48e,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/resource_usage.json,79782,d2f9606285664b0ed51f1e53cb22289fd68ef874e94a759a16e1defd99f58b72,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/run.log,3784,eb375e8e14f7d4ba2e745232d7424a50e49f1181db6dedf7db5b5d9f59cb073c,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/selected_features.csv,1658,96896d15ea2d0299a049c92f82726c772be3f5a1513a475cca45686b1099a968,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/stability.csv,571,d867ff698b13d9ceedd5a8ec486562c117be5992a281293c7ada35989a897e5e,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,iv_woe,lr,success_marker,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/_SUCCESS,27,88f44c777dd953cd45baf7b62f853854d868fbc920fcf65f94788e4d251c45eb,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifest,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,23221,b1d5e9ba29f3ff10271ff0606fd2fbb3cb861d685694a37aba2c8070441b5ff7,True,cleanup/audits/prompt_11_selector_combinations/baseline_completion_authentication.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/checkpoint.json,15085,7510b4765198974bf5edea23ea60636f0cf317b3ce76f8c9edfd4c3a857f87dd,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/config.json,4676,a4a69bfeaecfbbff0fea2b157c2b7ac5f58d0d228b491a8ddbeb7bbb7db02d04,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/fold_selections.csv,16832,b9036850b3fb97a9cf555cb4e9b8f46b376411dfcc9bc7dac7a062406e153b78,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/metrics.csv,1646,5cd8f9d048e759a6c76578e13253d93f0f0fc410585854d6d8d97ee7cb2ad176,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/predictions_dev.csv,273733942,8dc6792e9385037eedab577e530dbcb963eb9c436606ca9e087c76af78b27c3b,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/predictions_oot.csv,134028944,46d75206821fc099b2d21d4823d3020258267719bcbd15e9d90a3fcd6d898062,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/preflight.json,5649,04dffe0eb46fea93ece18af5bae9523a061df1e2e6b5cccb3d06061cd3eef48e,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/resource_usage.json,847590,efff92efd2420dc87884ebf7261c647bc143fc598eebcc8457629c6e0b9541c2,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/run.log,3878,9078584df1bf8549cdccd626acfed4a48b0b07f6a27d3bf78697a9446daa5f91,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/selected_features.csv,3502,acf84305b043db0c37db066cdb5187b1f8368f731a2936d7f64a7c4da71d8ce8,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/stability.csv,575,7c877e81e4f4ed8acb46babb518976e5e4db772df62234af13b07987cf3a7287,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,catboost,success_marker,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/_SUCCESS,27,db8c18750f2364d9587b6d9f25c05fa3c62b2bc2a348c6fa4ad83a46c7fbba9b,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-020-lendingclub_v2-catboost-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,lr,manifest,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/manifest.json,19160,d87f82f1f0c92c0c5df0d3e51b8c16193ffcaa1e5b49d40b368c090987d0fb70,True,cleanup/audits/prompt_11_selector_combinations/baseline_completion_authentication.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/checkpoint.json,15061,15c114bf5aa382952565612b1d08b82f210e6a40bec8f0a272e4a3e79ba1bab4,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/manifest.json,
baseline,active,lendingclub_v2,lasso_l1_logistic,lr,manifested_payload,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/config.json,4646,db3a1e7a13890c1df975924764de7dfec30d5e86193c1b2f17cef385373e1375,True,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/manifest.json,
