run_id,dataset,method,model,seed,split,feature_budget,configuration_hash,data_manifest_hash,metric_artifact_path,prediction_artifact_path,selected_feature_path,checkpoint_path,manifest_path,pairing_policy_version,depends_on_clip,reuse_status,reason,source_training_dataset,external_dataset,source_preprocessor_hash,source_raw_dev_statistical_evidence_hash,source_checkpoint_hashes,source_anchor_hashes
lr_statistical_boruta_a5cb18c42069,lendingclub_v2,boruta,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,a5cb18c42069532c4cecc673b1d3ea150ae4b2cb9230169d1913d402a64023d4,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/statistical/lr_statistical_boruta_a5cb18c42069/results/experiment_summary.csv,results/lendingclub_v2/lr/statistical/lr_statistical_boruta_a5cb18c42069/results/oot_predictions.csv,results/lendingclub_v2/lr/statistical/lr_statistical_boruta_a5cb18c42069/features/final_selected_features.csv,,results/lendingclub_v2/lr/statistical/lr_statistical_boruta_a5cb18c42069/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_statistical_domain_rule_baseline_97d75bbd34ef,lendingclub_v2,domain_rule_baseline,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,97d75bbd34ef68f3bff818dae05066b5f60e9817e2c977b6c05bd09104b8a325,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/statistical/lr_statistical_domain_rule_baseline_97d75bbd34ef/results/experiment_summary.csv,results/lendingclub_v2/lr/statistical/lr_statistical_domain_rule_baseline_97d75bbd34ef/results/oot_predictions.csv,results/lendingclub_v2/lr/statistical/lr_statistical_domain_rule_baseline_97d75bbd34ef/features/final_selected_features.csv,,results/lendingclub_v2/lr/statistical/lr_statistical_domain_rule_baseline_97d75bbd34ef/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_statistical_mrmr_c30cd6aff377,lendingclub_v2,mrmr,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,c30cd6aff377e3d43ac2f5489f8786743f97f3886a3877901012edb53d2c581d,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/statistical/lr_statistical_mrmr_c30cd6aff377/results/experiment_summary.csv,results/lendingclub_v2/lr/statistical/lr_statistical_mrmr_c30cd6aff377/results/oot_predictions.csv,results/lendingclub_v2/lr/statistical/lr_statistical_mrmr_c30cd6aff377/features/final_selected_features.csv,,results/lendingclub_v2/lr/statistical/lr_statistical_mrmr_c30cd6aff377/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_statistical_pca_7247c89ceae5,lendingclub_v2,pca,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,7247c89ceae5715622b0536c64893eee634f9e21f18847d2c16ebe9cdf70336b,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/statistical/lr_statistical_pca_7247c89ceae5/results/experiment_summary.csv,results/lendingclub_v2/lr/statistical/lr_statistical_pca_7247c89ceae5/results/oot_predictions.csv,results/lendingclub_v2/lr/statistical/lr_statistical_pca_7247c89ceae5/features/final_selected_features.csv,,results/lendingclub_v2/lr/statistical/lr_statistical_pca_7247c89ceae5/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
corrected_homecredit_clip_training_seed_55,homecredit,corrected_homecredit_clip_training,semantic_statistical_dual_encoder,55,Home Credit DEV train/validation group split,,30f2e40955c4f93474dad160fca3060cacfccff9c994146b14915eef14cc90b3,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/training/seeds/seed_55/epoch_metrics.csv,,,results/corrected_homecredit_clip/training/seeds/seed_55/best_checkpoint.pt,results/corrected_homecredit_clip/training/seeds/seed_55/checkpoint_manifest.json,identity_equivalence_v2,True,newly_executed,Corrected pairing-policy training from scratch.,,,,,,
corrected_homecredit_clip_training_seed_11,homecredit,corrected_homecredit_clip_training,semantic_statistical_dual_encoder,11,Home Credit DEV train/validation group split,,30f2e40955c4f93474dad160fca3060cacfccff9c994146b14915eef14cc90b3,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/training/seeds/seed_11/epoch_metrics.csv,,,results/corrected_homecredit_clip/training/seeds/seed_11/best_checkpoint.pt,results/corrected_homecredit_clip/training/seeds/seed_11/checkpoint_manifest.json,identity_equivalence_v2,True,newly_executed,Corrected pairing-policy training from scratch.,,,,,,
corrected_homecredit_clip_training_seed_33,homecredit,corrected_homecredit_clip_training,semantic_statistical_dual_encoder,33,Home Credit DEV train/validation group split,,30f2e40955c4f93474dad160fca3060cacfccff9c994146b14915eef14cc90b3,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/training/seeds/seed_33/epoch_metrics.csv,,,results/corrected_homecredit_clip/training/seeds/seed_33/best_checkpoint.pt,results/corrected_homecredit_clip/training/seeds/seed_33/checkpoint_manifest.json,identity_equivalence_v2,True,newly_executed,Corrected pairing-policy training from scratch.,,,,,,
corrected_homecredit_clip_training_seed_22,homecredit,corrected_homecredit_clip_training,semantic_statistical_dual_encoder,22,Home Credit DEV train/validation group split,,30f2e40955c4f93474dad160fca3060cacfccff9c994146b14915eef14cc90b3,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/training/seeds/seed_22/epoch_metrics.csv,,,results/corrected_homecredit_clip/training/seeds/seed_22/best_checkpoint.pt,results/corrected_homecredit_clip/training/seeds/seed_22/checkpoint_manifest.json,identity_equivalence_v2,True,newly_executed,Corrected pairing-policy training from scratch.,,,,,,
corrected_homecredit_clip_training_seed_44,homecredit,corrected_homecredit_clip_training,semantic_statistical_dual_encoder,44,Home Credit DEV train/validation group split,,30f2e40955c4f93474dad160fca3060cacfccff9c994146b14915eef14cc90b3,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/training/seeds/seed_44/epoch_metrics.csv,,,results/corrected_homecredit_clip/training/seeds/seed_44/best_checkpoint.pt,results/corrected_homecredit_clip/training/seeds/seed_44/checkpoint_manifest.json,identity_equivalence_v2,True,newly_executed,Corrected pairing-policy training from scratch.,,,,,,
homecredit_lr_corrected_clip_then_mrmr,homecredit,corrected_clip_then_mrmr,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,1597cefe0dc53ec6f3480ebe335bda035e2714426a3529da708b0d5264d643ea,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_corrected_clip_then_mrmr/results/experiment_summary.csv,results/corrected_homecredit_clip/combined_pipeline/new_predictions.parquet,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_corrected_clip_then_mrmr/features/final_selected_features.csv,,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_corrected_clip_then_mrmr/data_split_manifest.json,identity_equivalence_v2,True,newly_executed,Professor-requested corrected CLIP-dependent run.,,,,,,
homecredit_lr_llm_then_corrected_clip_then_mrmr,homecredit,llm_then_corrected_clip_then_mrmr,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,49c9e8af43347dc4ef11f2159045a2215b44fbcc1c8dfac0c05e4bd68fe403ea,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_llm_then_corrected_clip_then_mrmr/results/experiment_summary.csv,results/corrected_homecredit_clip/combined_pipeline/new_predictions.parquet,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_llm_then_corrected_clip_then_mrmr/features/final_selected_features.csv,,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_llm_then_corrected_clip_then_mrmr/data_split_manifest.json,identity_equivalence_v2,True,newly_executed,Professor-requested corrected CLIP-dependent run.,,,,,,
homecredit_catboost_corrected_clip_then_mrmr,homecredit,corrected_clip_then_mrmr,catboost,42,"DEV[-600,-240);OOT[-240,0]",40.0,66667a0a5c263a2a57a5a710c11a312e33f500a4b916c1178bbcec545476ee1b,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/results/experiment_summary.csv,results/corrected_homecredit_clip/combined_pipeline/new_predictions.parquet,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/final_selected_features.csv,,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/data_split_manifest.json,identity_equivalence_v2,True,newly_executed,Professor-requested corrected CLIP-dependent run.,,,,,,
homecredit_catboost_llm_then_corrected_clip_then_mrmr,homecredit,llm_then_corrected_clip_then_mrmr,catboost,42,"DEV[-600,-240);OOT[-240,0]",40.0,df289220513a43f5768e85e63260655402132b577cedb9b1a9a690213cae9769,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_llm_then_corrected_clip_then_mrmr/results/experiment_summary.csv,results/corrected_homecredit_clip/combined_pipeline/new_predictions.parquet,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_llm_then_corrected_clip_then_mrmr/features/final_selected_features.csv,,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_llm_then_corrected_clip_then_mrmr/data_split_manifest.json,identity_equivalence_v2,True,newly_executed,Professor-requested corrected CLIP-dependent run.,,,,,,
logistic_regression,homecredit,lendingclub_clip_to_homecredit_mrmr,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,f20630b9efcaaaff7e47ec30d4f66b0c94d8c29d50160bf45377b52a4a5cdc6a,8881c8cd3b0b8237d1528e136edf7095169bed7b99d9ca0c9ff1034c96940df5,results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression/results/experiment_summary.csv,results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression/results/oot_predictions.csv,results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression/features/final_selected_features.csv,results/corrected_lendingclub_to_homecredit_transfer/training/seeds,results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression/data_split_manifest.json,identity_equivalence_v2,True,newly_executed,LendingClub v2-trained corrected CLIP frozen on Home Credit; stable DEV/OOT row provenance.,lendingclub_v2,homecredit,693133fd3cd2f8bae7144f328664b90d0124a5cb691ff2c4d517961ef3dbe350,a13e43ce46d3175398e50959966020d8020c218dda0367c0a4d4fe8a4207f992,"{""11"":""1b17c0272b72757675a15152639772b4a77d47348923f66f56b50321f6984d1b"",""22"":""a7cef93c01fa22694855aee1e5501b80404324624d107774532d15b123077a3e"",""33"":""1adf078f57c28e3d65ed9f61b9c914e9172099eeec99f5ce4cfb8afd4f941243"",""44"":""d4a4a5e57db1f0e6c42efdbaf2642be3e1a00351e95cdd09b725ea35f0c9877c"",""55"":""0cdbe2ee27a4a7d27f18c1c67054213b0f456360aa6c2c8af61fa0336323ae8f""}","{""11"":""28b12c8412b975e6c8c5d560baf653d9f2518edc3fac86bfc03188530ea1ca88"",""22"":""f4151a2a9060cea85f89963b3413c09a191fda1ae57dbe33ac83960ea1c4386c"",""33"":""7241ab6408779e0532a62f859dcc91380b0d61021bc8376accc1fee6f819b805"",""44"":""fa63c02cbaaddfd05e563689bbfcbc9edf8b84916842f5afb18e8be955422f84"",""55"":""57d860df8ac4516b2efe7a786b6527115b0ee2b85d642c166a27b690dfbd76cd""}"
catboost,homecredit,lendingclub_clip_to_homecredit_mrmr,catboost,42,"DEV[-600,-240);OOT[-240,0]",40.0,f20630b9efcaaaff7e47ec30d4f66b0c94d8c29d50160bf45377b52a4a5cdc6a,8881c8cd3b0b8237d1528e136edf7095169bed7b99d9ca0c9ff1034c96940df5,results/corrected_lendingclub_to_homecredit_transfer/downstream/catboost/results/experiment_summary.csv,results/corrected_lendingclub_to_homecredit_transfer/downstream/catboost/results/oot_predictions.csv,results/corrected_lendingclub_to_homecredit_transfer/downstream/catboost/features/final_selected_features.csv,results/corrected_lendingclub_to_homecredit_transfer/training/seeds,results/corrected_lendingclub_to_homecredit_transfer/downstream/catboost/data_split_manifest.json,identity_equivalence_v2,True,newly_executed,LendingClub v2-trained corrected CLIP frozen on Home Credit; stable DEV/OOT row provenance.,lendingclub_v2,homecredit,693133fd3cd2f8bae7144f328664b90d0124a5cb691ff2c4d517961ef3dbe350,a13e43ce46d3175398e50959966020d8020c218dda0367c0a4d4fe8a4207f992,"{""11"":""1b17c0272b72757675a15152639772b4a77d47348923f66f56b50321f6984d1b"",""22"":""a7cef93c01fa22694855aee1e5501b80404324624d107774532d15b123077a3e"",""33"":""1adf078f57c28e3d65ed9f61b9c914e9172099eeec99f5ce4cfb8afd4f941243"",""44"":""d4a4a5e57db1f0e6c42efdbaf2642be3e1a00351e95cdd09b725ea35f0c9877c"",""55"":""0cdbe2ee27a4a7d27f18c1c67054213b0f456360aa6c2c8af61fa0336323ae8f""}","{""11"":""28b12c8412b975e6c8c5d560baf653d9f2518edc3fac86bfc03188530ea1ca88"",""22"":""f4151a2a9060cea85f89963b3413c09a191fda1ae57dbe33ac83960ea1c4386c"",""33"":""7241ab6408779e0532a62f859dcc91380b0d61021bc8376accc1fee6f819b805"",""44"":""fa63c02cbaaddfd05e563689bbfcbc9edf8b84916842f5afb18e8be955422f84"",""55"":""57d860df8ac4516b2efe7a786b6527115b0ee2b85d642c166a27b690dfbd76cd""}"
