evidence_cohort,dataset,cell_id,method_id,model,selection_scope,rank,feature,semantic_group,role,source_artifact,source_sha256
canonical_llm_matrix_v2,homecredit,lr_hybrid_stable_core_llm_fill_1ddd0142e614,stable_core_llm_fill,lr,full_DEV_for_OOT,19,BURO_DEBT_RATIO_MAX,bureau_debt,hybrid_role_not_separately_authenticated,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\hybrid_stable_core_llm_fill\lr_hybrid_stable_core_llm_fill_1ddd0142e614\features\final_selected_features.csv,ea38c7021503d4704d361375b9fb926ab599394ac93633c876ad798094be3250
canonical_llm_matrix_v2,homecredit,lr_hybrid_stable_core_llm_fill_1ddd0142e614,stable_core_llm_fill,lr,full_DEV_for_OOT,20,BURO_DEBT_RATIO_MEAN,bureau_debt,hybrid_role_not_separately_authenticated,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\hybrid_stable_core_llm_fill\lr_hybrid_stable_core_llm_fill_1ddd0142e614\features\final_selected_features.csv,ea38c7021503d4704d361375b9fb926ab599394ac93633c876ad798094be3250
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,1,EXT_SOURCE_2,external_score,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,2,EXT_SOURCE_3,external_score,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,3,PREV_INTEREST_ESTIMATE_MAX,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,4,EXT_SOURCE_1,external_score,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,5,BURO_DEBT_CREDIT_DIFF_MIN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,6,DAYS_EMPLOYED,income_capacity,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,7,INSTAL_IS_LATE_MEAN,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,8,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,credit_card_utilization,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,9,DAYS_REGISTRATION,demographic_time_variables,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,10,POS_SK_DPD_DEF_MEAN,delinquency_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,11,BURO_DAYS_CREDIT_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,12,PREV_INTEREST_ESTIMATE_VAR,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,13,INSTAL_PAYMENT_DIFF_MEAN,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,14,INSTAL_DAYS_DIFF_MAX,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,15,BURO_DAYS_CREDIT_ENDDATE_SUM,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,16,PREV_INTEREST_ESTIMATE_MEAN,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,17,INSTAL_IS_UNDERPAID_MEAN,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,18,DAYS_ID_PUBLISH,demographic_time_variables,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,19,BURO_DEBT_CREDIT_DIFF_MEAN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,20,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,credit_card_utilization,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,21,INSTAL_DAYS_DIFF_MIN,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,22,DAYS_BIRTH,demographic_time_variables,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,23,POS_MONTHS_BALANCE_VAR,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,24,BURO_DAYS_CREDIT_MAX,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,25,AMT_ANNUITY,income_capacity,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,26,BURO_AMT_CREDIT_SUM_OVERDUE_MAX,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,27,PREV_INTEREST_ESTIMATE_SUM,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,28,BURO_DAYS_CREDIT_ENDDATE_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,29,PREV_APPLICATION_DIFF_MAX,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,30,POS_SK_DPD_DEF_VAR,delinquency_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,31,BURO_AMT_CREDIT_SUM_OVERDUE_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,32,INSTAL_DAYS_INSTALMENT_VAR,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,33,HOUR_APPR_PROCESS_START,demographic_time_variables,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,34,PREV_ASK_GRANT_RATIO_MAX,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,35,BURO_AMT_CREDIT_MAX_OVERDUE_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,36,INSTAL_AMT_INSTALMENT_MAX,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,37,NAME_EDUCATION_TYPE_Secondary / secondary special,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,38,INSTAL_DAYS_DIFF_MEAN,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,39,BURO_CREDIT_DURATION_MIN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_mrmr_3858b721e537,mrmr,catboost,full_DEV_for_OOT,40,INSTAL_DAYS_DIFF_VAR,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_mrmr_3858b721e537\features\final_selected_features.csv,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,1,AMT_CREDIT,application_amounts,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,2,AMT_GOODS_PRICE,application_amounts,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,3,BURO_AMT_CREDIT_MAX_OVERDUE_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,4,BURO_AMT_CREDIT_SUM_DEBT_MAX,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,5,BURO_AMT_CREDIT_SUM_DEBT_MEAN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,6,BURO_AMT_CREDIT_SUM_DEBT_MIN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,7,BURO_AMT_CREDIT_SUM_DEBT_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,8,BURO_AMT_CREDIT_SUM_DEBT_VAR,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,9,BURO_AMT_CREDIT_SUM_OVERDUE_MAX,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,10,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,11,BURO_AMT_CREDIT_SUM_OVERDUE_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,12,BURO_AMT_CREDIT_SUM_OVERDUE_VAR,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,13,BURO_BB_MONTHS_BALANCE_MIN_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,14,BURO_CREDIT_DURATION_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,15,BURO_CREDIT_DURATION_MIN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,16,BURO_DAYS_CREDIT_ENDDATE_MAX,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,17,BURO_DAYS_CREDIT_ENDDATE_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,18,BURO_DAYS_CREDIT_ENDDATE_MIN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,19,BURO_DAYS_CREDIT_ENDDATE_SUM,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,20,BURO_DAYS_CREDIT_MAX,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,21,BURO_DAYS_CREDIT_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
canonical_llm_matrix_v2,homecredit,catboost_statistical_boruta_486630bccdb9,boruta,catboost,full_DEV_for_OOT,22,BURO_DAYS_CREDIT_MIN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\catboost\statistical\catboost_statistical_boruta_486630bccdb9\features\final_selected_features.csv,a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f
